epoch,loss,aux_loss,colonization_loss,jump_loss,decline_loss,pde_loss,regular_loss,China_loss,India_loss,Philippines_loss,Portugal_loss,Sri Lanka_loss
1,1893.1577096121653,0.7392780951091221,1205.5719839913504,993.339842709628,122.34810246058873,5199.470689174107,52550.37215169271,2513.655107770647,2120.199190848214,2837.6984619140626,556.5445635114397,1437.6909284319197
2,1768.887752859933,0.7399975895881653,1015.5357613699776,955.9295721435547,117.83952178955079,5154.926743861607,41031.65892955235,3292.329833984375,3562.564208984375,2437.93212890625,440.5395202636719,833.37451171875
3,1657.6827200753348,0.7402653302465166,891.0078578404018,1059.596329498291,110.0379640851702,4976.062032645089,35040.396143595375,2389.5182721819197,2088.485217285156,2691.1117780412947,503.15554983956474,1172.167724609375
4,1560.140371268136,0.7333973458835057,792.9992952619281,792.6354376220703,107.389915902274,4828.104554966518,35286.27095540365,3153.146728515625,3531.179931640625,2268.876220703125,371.59747314453125,655.80712890625
5,1474.6714904785156,0.731318153653826,703.4805055890764,856.238768078032,102.93034101213728,4753.745626395089,21735.287218093872,2159.4952226911273,2052.0431187220984,2612.061261858259,423.5815734863281,1041.2322160993303
6,1390.0188197544642,0.7305061374391828,660.6333716256278,1020.8933526901972,103.53483407156808,4312.479670061384,38525.934491475426,2845.121826171875,3485.70361328125,2184.33984375,311.944580078125,559.33447265625
7,1310.1214128766742,0.7292241777692522,642.6316774640765,697.504736047042,98.47945807320731,4141.930147879464,29628.47586891868,1910.0724687848772,2050.4855433872767,2464.995586286272,374.66918291364397,1000.4789825439453
8,1278.5366664341518,0.7274096471922739,575.0215043204171,775.2695137023926,95.0891592843192,4208.669126674107,25542.3235544058,2565.0322265625,3441.477783203125,2098.6416015625,280.5504455566406,490.6340637207031
9,1224.8833618164062,0.7234601071902684,526.8979189191546,581.9426606830798,96.04861700875419,4041.1562569754465,16526.30790571733,1811.2311994280135,1989.9900408063615,2284.486296735491,331.42305167061943,956.2267395019531
10,1209.1592843191963,0.7239311558859689,517.2276265825544,837.9562099456787,96.74501615251813,4010.8535226004465,17439.305879592896,2367.881103515625,3417.518798828125,1976.101318359375,259.7989501953125,463.71929931640625
11,1157.401597377232,0.7202799507549831,471.54150041852677,622.6847789287567,96.26046480451312,3825.224005998884,30738.86098069411,1661.3863289969308,1918.5691162109374,2092.4964407784596,314.91175558907645,962.730317905971
