epoch,loss,aux_loss,colonization_loss,jump_loss,decline_loss,pde_loss,regular_loss,China_loss,India_loss,Philippines_loss,Portugal_loss,Sri Lanka_loss
1,1377.6439592633928,0.7436683859143939,956.1116053989955,621.0973318917411,175.65699855259487,4135.963138253348,12233.803438863446,1803.6326468331474,1617.228955078125,1976.3453648158481,376.1836207798549,1114.8290671212333
2,898.5954781668527,0.7307366711752755,609.7024034772601,431.379099382673,145.07579977852959,2732.9444719587054,6844.320670731862,1756.8665771484375,2902.233154296875,1791.30517578125,187.31967163085938,531.708984375
3,704.1555890764508,0.7201532278742109,476.57467585972375,322.50284116408403,130.63153839111328,2037.9994489397322,10029.250828425089,965.3644230433873,1127.2492780412947,1286.5979936872209,221.54942801339286,892.2161791120257
4,635.5895629882813,0.7106125048228673,391.0396869659424,297.9810417637681,124.21896362304688,1930.147345842634,8560.624432118733,1620.4931640625,2394.5478515625,1422.7298583984375,161.16323852539062,451.8387451171875
5,591.0110159737724,0.7048576695578439,327.6236773899623,288.4519426682416,116.76041368756975,1835.566339983259,7165.884456308683,862.2783155168805,866.6859575544084,863.4529270717076,207.24640121459962,721.1142735072544
6,522.3589678083148,0.6990841746330261,287.54148821149556,303.66170823574066,111.96201760428292,1658.1545200892858,5634.099822061403,1447.7259521484375,2233.41259765625,1296.2528076171875,161.6662139892578,329.275634765625
7,500.4061231340681,0.6944328870092119,272.9049914768764,282.0635471343994,109.65731975010463,1572.0686488560268,6863.870254319289,882.5116350446428,687.5620727539062,791.7696114676339,198.19092625209262,617.913464137486
8,498.6235133579799,0.6908828820501055,244.83855656215124,270.16119384765625,110.69249027797154,1604.302694266183,8883.522452518857,1475.1036376953125,2173.83544921875,1222.0367431640625,158.95330810546875,287.1365051269531
9,447.7287118094308,0.6889419640813556,218.50909500122071,245.76618507930212,105.4241474696568,1492.9104614257812,6410.118315560477,841.4794908796038,619.0679813929967,739.8498735700335,185.54310030256,569.1145839146205
10,438.5951921735491,0.6874019026756286,210.48293675013952,244.67708568573,109.12870614188058,1433.5604282924107,6325.322593952047,1386.032470703125,2102.280517578125,1147.161865234375,155.8748779296875,261.6581726074219
11,422.2959459577288,0.6856140392167228,173.88748937334333,220.12030007498606,104.36464473179409,1436.0541887555803,8271.935552597046,756.3540217808314,598.8261391775949,566.5178510393415,188.93982761928012,501.15692160470144
12,407.04095066615514,0.6841528960636684,170.17083304268974,217.43543954329058,102.89783030918666,1392.030250767299,4779.03084212336,1341.3193359375,2101.802001953125,1119.9620361328125,146.11538696289062,249.92098999023438
13,403.7298889160156,0.6830074770109994,164.57320856366837,231.77801802664092,106.53932669503348,1374.61943359375,6302.124113972982,726.0329554966518,542.1933401925223,576.0040601457869,177.20899483816964,480.5912242344448
14,391.5053976876395,0.6822361247880119,148.49890954153878,231.32874903959387,107.20824628557477,1370.1862984793527,5591.893001659408,1392.341064453125,2156.004638671875,1102.4781494140625,151.20770263671875,234.82334899902344
15,383.11810782296317,0.6813679933547974,154.54721112932478,215.0615074077734,103.95012675694056,1315.110018484933,5235.4021960667205,725.9583435058594,458.3148219517299,636.1174464634487,176.1088020324707,496.618079158238
16,372.47671683175224,0.6808319619723728,152.87306344168528,192.1527494542739,102.82896750313895,1254.92378452846,5507.4509017808095,1377.5081787109375,1985.379638671875,1114.7576904296875,153.480712890625,241.57823181152344
17,349.0974814278739,0.6801553198269435,139.63452562604633,185.16264870587517,109.57610517229352,1217.4131905691963,4001.8434280887727,620.4852199009487,462.73389630998884,525.7179722377232,153.5219801766532,476.18445848737446
18,349.98414655412944,0.6798056755747114,141.78375391278948,158.41055187057046,105.45399355207171,1183.892782156808,6666.815113462251,1314.8514404296875,1715.447265625,1054.520751953125,158.25942993164062,234.58804321289062
19,344.47879595075335,0.6791107279913766,150.23306072780065,182.1502496545965,107.86752537318638,1159.646693638393,3680.710815179348,619.8808436802456,451.89153660365514,500.23775809151783,163.96665349687848,456.9991186959403
20,340.64547162737165,0.6784727505275181,134.8649603162493,178.31952765328543,103.5108620779855,1145.6287248883928,4792.175976839932,1278.123291015625,1715.79248046875,1015.9249267578125,142.69277954101562,231.19461059570312
