epoch,loss,aux_loss,colonization_loss,jump_loss,decline_loss,pde_loss,regular_loss,China_loss,India_loss,Philippines_loss,Portugal_loss,Sri Lanka_loss
1,1495.2200578962054,0.7234723516872951,870.6958722795758,827.1792082609953,164.7645228794643,4826.90947265625,19825.576883951824,1688.9460152762276,2021.935182407924,2297.0858380998884,403.93307407924107,1064.199894932338
2,1011.8378819056919,0.6931585056441171,556.5343035016741,428.3521468822773,131.75335257393974,3451.996435546875,7988.967886788504,1699.5859375,2767.130859375,1645.589599609375,278.1962585449219,401.3219299316406
3,825.8947937011719,0.6699706826891217,425.0533277239118,390.4702069418771,109.78215550013951,2789.2466866629466,16701.3934173584,1096.0107439313615,1302.8392168317523,1514.2648446219307,317.13953639439177,828.9350069318499
4,746.3725856236049,0.6518867799213954,353.37499967302597,305.24121800335973,104.20594940185546,2558.358234514509,13866.102131492213,1476.795166015625,2446.673095703125,1434.229248046875,249.79571533203125,304.37847900390625
5,674.9708400181362,0.6357264280319214,327.93730599539623,375.7063806915283,103.11347961425781,2292.873636300223,13913.94251844618,1004.965232195173,1013.1048828125,1123.4055995396204,270.8085619245257,717.1896388462611
6,706.3768711635045,0.6221647841589791,444.13706752232144,306.2369728088379,98.07197025844029,2186.2711321149554,12893.901790364584,1454.1416015625,2044.7940673828125,1278.06689453125,277.8750305175781,297.41455078125
7,618.0962733677455,0.6121424181120736,298.86973059518,292.4121628189087,94.38074417114258,2049.383314732143,14479.209564208984,1002.4109405517578,755.4305167061942,1051.3897295270647,240.96925419398715,681.6624049595424
8,561.8621599469866,0.6012758561543056,238.20859037126814,247.03248060666598,96.59202161516463,1973.7727992466519,11831.200267579821,1366.9351806640625,1801.1326904296875,1176.6114501953125,244.6640167236328,283.83392333984375
9,531.339595249721,0.5943375996180943,235.77667661394392,286.2046432311718,99.51013292585101,1787.3156354631697,15738.511079283431,928.003910609654,728.2426827566965,899.0639447893415,239.72905622209822,579.8145531790597
10,501.99270411900113,0.588115588256291,192.15406319754464,268.4287886619568,102.77249734061105,1783.8717424665178,9512.085351467133,1554.2745361328125,1664.333740234375,1148.1197509765625,251.54612731933594,293.7467346191406
11,485.0842546735491,0.5828208855220249,219.7472440447126,238.1108807987637,105.53052455357142,1601.9043596540178,14787.58924484253,840.2630310058594,1056.5789228166852,896.8726449148995,234.6305173601423,503.53921683175224
12,454.8343056815011,0.5771229999405997,195.9849734715053,224.36714347839356,100.75501883370536,1559.906991141183,8640.333713531494,1238.8446044921875,1761.6820068359375,1065.701171875,240.9242706298828,257.4259338378906
