Expert,Mean Weight,Max Weight,Moran's I,P-value,Coverage
colonization,0.12004673748457151,0.4026973843574524,-0.012153103325979938,0.465,0.08551576696953501
jump,0.12515681339282309,0.6399456262588501,0.43528608553654397,0.002,0.08551576696953501
decline,0.09272408104628767,0.27515867352485657,0.20929470171086179,0.018,0.08551576696953501
pde,0.17681462546968127,0.3132416903972626,0.10577870467820324,0.164,0.08551576696953501
